Rk,Player,Age,Pos,Date,Tm,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2048,Michael Jordan\jordami01,24-322,G-F,1988-01-05,CHI,,IND,W,1,38,12,20,.600,12,20,.600,0,0,,7,8,.875,6,5,11,9,4,5,2,5,31,36.9
2049,Walter Berry\berrywa01,23-233,F,1988-01-02,SAS,,DAL,L,1,37,13,18,.722,13,18,.722,0,0,,2,4,.500,5,8,13,8,1,4,1,4,28,32.5
2050,Reggie Theus\theusre01,30-081,G,1988-01-02,SAC,,UTA,W,1,43,13,23,.565,13,20,.650,0,3,.000,10,11,.909,1,6,7,9,3,0,3,4,36,31.9
2051,Larry Bird\birdla01,31-023,F,1987-12-30,BOS,@,SEA,L,1,45,14,26,.538,13,20,.650,1,6,.167,7,9,.778,3,12,15,8,1,0,4,2,36,30.1
2052,Doc Rivers\riverdo01,26-077,G,1987-12-29,ATL,@,CHI,W,1,39,7,11,.636,7,11,.636,0,0,,15,17,.882,3,11,14,12,4,0,1,3,29,38.9
2053,Larry Bird\birdla01,31-019,F,1987-12-26,BOS,@,LAC,W,1,43,10,19,.526,7,15,.467,3,4,.750,5,6,.833,1,6,7,7,2,0,3,2,28,23.9
2054,Alvin Robertson\roberal01,25-154,G,1987-12-23,SAS,@,LAC,W,1,39,14,22,.636,14,22,.636,0,0,,3,4,.750,4,8,12,7,3,0,1,3,31,31.7
2055,Magic Johnson\johnsma02,28-127,G-F,1987-12-19,LAL,@,LAC,W,1,41,12,21,.571,12,21,.571,0,0,,4,6,.667,1,6,7,7,2,0,3,2,28,22.9
2056,Magic Johnson\johnsma02,28-125,G-F,1987-12-17,LAL,@,GSW,W,1,39,10,16,.625,10,16,.625,0,0,,11,16,.688,1,7,8,17,5,0,4,3,31,36.3
2057,Adrian Dantley\dantlad01,31-290,F-G,1987-12-15,DET,,CHI,W,1,41,4,9,.444,4,9,.444,0,0,,19,19,1.000,4,4,8,7,0,0,2,1,27,28.8
2058,Michael Jordan\jordami01,24-301,G-F,1987-12-15,CHI,@,DET,L,1,50,12,26,.462,11,24,.458,1,2,.500,13,16,.813,3,5,8,12,3,1,2,6,38,34.7
2059,Otis Thorpe\thorpot01,25-132,F-C,1987-12-15,SAC,,LAC,W,1,43,14,19,.737,14,19,.737,0,0,,3,5,.600,4,7,11,9,2,0,1,2,31,33.9
2060,Alvin Robertson\roberal01,25-143,G,1987-12-12,SAS,,PHO,W,1,33,12,21,.571,12,20,.600,0,1,.000,6,7,.857,1,7,8,10,3,1,2,2,30,30.4
2061,Larry Bird\birdla01,31-004,F,1987-12-11,BOS,,LAL,L,1,43,14,26,.538,13,25,.520,1,1,1.000,6,8,.750,2,7,9,8,5,2,1,3,35,34.9
2062,Sleepy Floyd\floydsl01,27-278,G,1987-12-09,GSW,,CLE,W,1,40,9,18,.500,9,16,.563,0,2,.000,11,14,.786,2,6,8,12,0,0,6,2,29,23.6
2063,Clyde Drexler\drexlcl01,25-166,G,1987-12-05,POR,@,PHO,W,1,38,15,20,.750,15,19,.789,0,1,.000,4,5,.800,1,6,7,10,1,0,3,6,34,30.7
2064,Clyde Drexler\drexlcl01,25-163,G,1987-12-02,POR,@,LAL,W,1,44,11,26,.423,10,24,.417,1,2,.500,5,6,.833,8,6,14,8,1,0,3,2,28,24.0
2065,Adrian Dantley\dantlad01,31-276,F-G,1987-12-01,DET,@,NJN,W,1,40,14,22,.636,14,22,.636,0,0,,3,3,1.000,3,4,7,8,3,0,3,3,31,28.9
2066,Clyde Drexler\drexlcl01,25-158,G,1987-11-27,POR,,LAC,W,1,45,11,21,.524,11,21,.524,0,0,,5,7,.714,2,7,9,10,3,0,7,4,27,20.8
2067,Isiah Thomas\thomais01,26-205,G,1987-11-21,DET,@,CHI,W,1,40,11,21,.524,10,20,.500,1,1,1.000,4,6,.667,1,6,7,10,1,1,3,5,27,22.1
2068,Michael Jordan\jordami01,24-276,G-F,1987-11-20,CHI,,ATL,W,1,40,10,22,.455,10,22,.455,0,0,,13,14,.929,0,7,7,7,4,4,2,3,33,31.8
2069,Isiah Thomas\thomais01,26-202,G,1987-11-18,DET,,PHI,L,1,40,11,23,.478,11,21,.524,0,2,.000,5,6,.833,2,5,7,10,2,0,1,5,27,23.8
2070,Larry Bird\birdla01,30-341,F,1987-11-13,BOS,,CLE,W,1,42,11,20,.550,10,16,.625,1,4,.250,11,11,1.000,2,7,9,10,1,1,3,2,34,32.8
2071,Reggie Theus\theusre01,30-030,G,1987-11-12,SAC,,HOU,L,1,46,11,18,.611,11,18,.611,0,0,,12,14,.857,1,6,7,10,1,1,6,4,34,28.6
2072,James Worthy\worthja01,26-256,F,1987-11-10,LAL,@,SAS,W,1,39,12,19,.632,12,19,.632,0,0,,8,11,.727,4,6,10,7,2,3,2,5,32,31.9
2073,Charles Barkley\barklch01,24-260,F,1987-11-07,PHI,@,CHI,L,1,39,12,15,.800,10,13,.769,2,2,1.000,8,10,.800,3,7,10,7,4,0,6,5,34,32.6
2074,Larry Bird\birdla01,30-335,F,1987-11-07,BOS,@,WSB,W,1,53,19,29,.655,18,27,.667,1,2,.500,8,10,.800,2,6,8,7,2,0,8,2,47,34.8
2075,Charles Barkley\barklch01,24-259,F,1987-11-06,PHI,,IND,W,1,40,10,13,.769,9,12,.750,1,1,1.000,8,9,.889,5,4,9,7,0,2,3,2,29,30.7
2076,Larry Bird\birdla01,30-334,F,1987-11-06,BOS,,MIL,W,1,37,12,22,.545,11,20,.550,1,2,.500,3,3,1.000,3,12,15,8,3,2,5,1,28,27.7
2077,Larry Bird\birdla01,30-131,F,1987-04-17,BOS,,CHI,W,1,45,17,29,.586,15,24,.625,2,5,.400,2,2,1.000,3,5,8,7,1,1,1,3,38,32.5
2078,Clyde Drexler\drexlcl01,24-299,G,1987-04-17,POR,,UTA,W,1,42,10,19,.526,10,19,.526,0,0,,9,11,.818,4,8,12,10,3,0,3,3,29,29.9
2079,Alex English\englial01,33-099,F,1987-04-14,DEN,,POR,W,1,36,13,27,.481,13,27,.481,0,0,,4,5,.800,2,6,8,9,0,0,5,2,30,19.6
2080,Larry Bird\birdla01,30-126,F,1987-04-12,BOS,,NYK,W,1,38,22,34,.647,22,33,.667,0,1,.000,3,5,.600,4,3,7,8,4,0,2,3,47,41.3
2081,Fat Lever\leverfa01,26-236,G,1987-04-11,DEN,@,HOU,L,1,42,16,22,.727,14,19,.737,2,3,.667,0,1,.000,3,5,8,8,1,0,4,4,34,29.2
2082,Dale Ellis\ellisda01,26-244,G-F,1987-04-07,SEA,,PHO,L,1,47,13,31,.419,10,26,.385,3,5,.600,6,6,1.000,5,2,7,8,0,1,0,5,35,26.9
2083,Fat Lever\leverfa01,26-232,G,1987-04-07,DEN,@,GSW,W,1,46,12,20,.600,12,20,.600,0,0,,4,6,.667,0,11,11,10,3,0,0,3,28,30.1
2084,Larry Bird\birdla01,30-119,F,1987-04-05,BOS,@,PHI,L,1,48,16,32,.500,14,29,.483,2,3,.667,5,5,1.000,5,5,10,12,1,0,7,4,39,28.8
2085,Fat Lever\leverfa01,26-230,G,1987-04-05,DEN,,LAL,L,1,41,12,19,.632,12,19,.632,0,0,,3,6,.500,3,6,9,7,2,2,3,3,27,25.3
2086,Reggie Theus\theusre01,29-173,G,1987-04-04,SAC,,HOU,W,1,39,10,20,.500,10,19,.526,0,1,.000,7,7,1.000,1,7,8,7,1,0,6,2,27,18.9
2087,Magic Johnson\johnsma02,27-232,G-F,1987-04-03,LAL,@,POR,W,1,40,14,24,.583,14,24,.583,0,0,,7,9,.778,2,8,10,11,1,0,4,4,35,29.9
2088,Magic Johnson\johnsma02,27-231,G-F,1987-04-02,LAL,@,SEA,W,1,40,13,24,.542,13,23,.565,0,1,.000,8,9,.889,1,9,10,13,2,0,1,3,34,34.3
2089,Larry Bird\birdla01,30-115,F,1987-04-01,BOS,,WSB,W,1,44,11,20,.550,11,17,.647,0,3,.000,8,8,1.000,2,15,17,15,1,3,4,1,30,35.5
2090,Larry Bird\birdla01,30-114,F,1987-03-31,BOS,@,NYK,L,1,41,12,22,.545,11,19,.579,1,3,.333,14,14,1.000,0,8,8,9,3,0,0,4,39,38.5
2091,Clyde Drexler\drexlcl01,24-282,G,1987-03-31,POR,,DET,W,1,39,12,17,.706,12,17,.706,0,0,,5,12,.417,1,6,7,10,3,3,1,3,29,31.5
2092,Magic Johnson\johnsma02,27-226,G-F,1987-03-28,LAL,@,HOU,W,1,36,13,16,.813,13,16,.813,0,0,,5,7,.714,0,7,7,13,3,0,5,2,31,32.6
2093,Fat Lever\leverfa01,26-222,G,1987-03-28,DEN,,DET,L,1,36,12,19,.632,10,17,.588,2,2,1.000,2,3,.667,3,5,8,7,1,1,0,4,28,27.7
2094,Charles Barkley\barklch01,24-035,F,1987-03-27,PHI,,NJN,W,1,48,9,14,.643,9,13,.692,0,1,.000,10,12,.833,7,8,15,10,1,2,10,5,28,25.7
2095,Larry Bird\birdla01,30-110,F,1987-03-27,BOS,@,CHI,W,1,46,17,29,.586,16,28,.571,1,1,1.000,6,6,1.000,0,7,7,7,3,1,2,2,41,35.4
2096,Brad Daugherty\daughbr01,21-159,C,1987-03-27,CLE,,MIL,W,1,46,7,14,.500,7,14,.500,0,0,,13,15,.867,5,7,12,9,1,1,4,4,27,27.2
2097,Alex English\englial01,33-080,F,1987-03-26,DEN,,SEA,W,1,36,15,30,.500,15,30,.500,0,0,,6,6,1.000,5,4,9,9,2,0,2,4,36,30.4
2098,Larry Bird\birdla01,30-107,F,1987-03-24,BOS,,CLE,W,1,37,13,16,.813,12,15,.800,1,1,1.000,5,6,.833,3,5,8,9,3,3,2,2,32,37.8
2099,Larry Nance\nancela01,28-040,F-C,1987-03-24,PHO,,LAL,W,1,46,10,21,.476,10,21,.476,0,0,,12,15,.800,4,9,13,8,0,2,3,3,32,28.4
2100,Larry Bird\birdla01,30-105,F,1987-03-22,BOS,,NJN,W,1,42,17,27,.630,14,22,.636,3,5,.600,3,4,.750,3,5,8,13,2,0,4,5,40,36.2
2101,Magic Johnson\johnsma02,27-220,G-F,1987-03-22,LAL,,SAC,W,1,40,12,21,.571,11,20,.550,1,1,1.000,8,10,.800,2,10,12,19,3,1,5,3,33,37.5
2102,Fat Lever\leverfa01,26-215,G,1987-03-21,DEN,@,WSB,W,1,45,12,21,.571,12,21,.571,0,0,,3,3,1.000,3,10,13,11,1,0,1,4,27,28.3
2103,Clyde Drexler\drexlcl01,24-271,G,1987-03-20,POR,,PHO,W,1,32,15,19,.789,15,19,.789,0,0,,2,5,.400,5,2,7,11,1,1,2,1,32,34.6
2104,Magic Johnson\johnsma02,27-216,G-F,1987-03-18,LAL,,UTA,W,1,38,6,15,.400,6,14,.429,0,1,.000,15,16,.938,3,8,11,19,2,0,4,1,27,33.9
2105,Alvin Robertson\roberal01,24-238,G,1987-03-17,SAS,@,SAC,W,1,40,15,25,.600,15,24,.625,0,1,.000,0,1,.000,6,4,10,7,5,0,2,3,30,30.2
2106,Larry Bird\birdla01,30-098,F,1987-03-15,BOS,,NYK,W,1,40,13,19,.684,9,13,.692,4,6,.667,5,5,1.000,1,14,15,7,1,0,4,1,35,33.3
2107,Charles Barkley\barklch01,24-022,F,1987-03-14,PHI,@,DET,L,1,46,12,24,.500,12,18,.667,0,6,.000,6,8,.750,5,9,14,10,2,1,0,2,30,32.3
2108,Isiah Thomas\thomais01,25-317,G,1987-03-13,DET,@,CHI,W,1,41,13,21,.619,13,20,.650,0,1,.000,4,5,.800,2,5,7,12,0,1,3,3,30,27.9
2109,Clyde Drexler\drexlcl01,24-263,G,1987-03-12,POR,@,LAL,L,1,46,12,25,.480,12,25,.480,0,0,,6,7,.857,3,7,10,10,2,0,6,1,30,23.7
2110,Michael Jordan\jordami01,24-022,G-F,1987-03-11,CHI,@,PHI,L,1,44,19,34,.559,18,33,.545,1,1,1.000,10,11,.909,4,4,8,7,2,4,6,4,49,38.5
2111,Isiah Thomas\thomais01,25-315,G,1987-03-11,DET,@,IND,W,1,44,14,23,.609,14,23,.609,0,0,,6,11,.545,3,6,9,11,0,1,2,1,34,31.4
2112,Michael Jordan\jordami01,24-020,G-F,1987-03-09,CHI,@,ATL,L,1,42,12,26,.462,12,25,.480,0,1,.000,7,10,.700,2,5,7,8,3,1,3,2,31,24.8
2113,Ron Harper\harpero01,23-046,G-F,1987-03-07,CLE,@,LAL,L,1,40,10,24,.417,10,24,.417,0,0,,7,8,.875,6,3,9,7,2,0,5,4,27,19.2
2114,Larry Bird\birdla01,30-087,F,1987-03-04,BOS,,UTA,W,1,32,10,15,.667,9,12,.750,1,3,.333,6,7,.857,1,7,8,13,1,0,3,1,27,29.6
2115,Magic Johnson\johnsma02,27-202,G-F,1987-03-04,LAL,,SEA,W,1,41,12,19,.632,11,18,.611,1,1,1.000,6,7,.857,2,7,9,19,2,2,2,1,31,39.9
2116,Chuck Person\persoch01,22-249,F,1987-03-03,IND,,ATL,L,1,42,14,28,.500,12,25,.480,2,3,.667,1,1,1.000,3,6,9,7,1,0,2,3,31,23.6
2117,Kiki Vandeweghe\vandeki01,28-214,F,1987-03-03,POR,,CLE,W,1,42,11,24,.458,10,23,.435,1,1,1.000,10,11,.909,5,3,8,9,0,1,4,2,33,26.8
2118,Larry Bird\birdla01,30-080,F,1987-02-25,BOS,,POR,W,1,46,17,30,.567,16,26,.615,1,4,.250,8,9,.889,4,6,10,8,2,1,5,3,43,35.1
2119,Alex English\englial01,33-050,F,1987-02-24,DEN,,HOU,W,1,36,12,22,.545,12,22,.545,0,0,,5,6,.833,3,4,7,8,0,1,2,2,29,24.8
2120,Dale Ellis\ellisda01,26-201,G-F,1987-02-23,SEA,,LAC,W,1,37,12,24,.500,12,21,.571,0,3,.000,5,6,.833,3,4,7,8,2,0,3,3,29,23.3
2121,Clyde Drexler\drexlcl01,24-245,G,1987-02-22,POR,,MIL,W,1,40,11,18,.611,11,18,.611,0,0,,7,13,.538,4,3,7,8,6,0,1,4,29,31.1
2122,Mark Aguirre\aguirma01,27-072,F-G,1987-02-20,DAL,,SAS,W,1,37,19,30,.633,16,20,.800,3,10,.300,0,0,,1,6,7,9,1,1,3,1,41,34.7
2123,Brad Daugherty\daughbr01,21-122,C,1987-02-18,CLE,,SAC,W,1,39,10,14,.714,10,14,.714,0,0,,13,16,.813,5,7,12,8,0,1,3,1,33,34.5
2124,Magic Johnson\johnsma02,27-188,G-F,1987-02-18,LAL,@,DEN,W,1,41,13,20,.650,13,19,.684,0,1,.000,11,12,.917,0,9,9,16,0,2,6,0,37,37.1
2125,Fat Lever\leverfa01,26-183,G,1987-02-17,DEN,@,SAS,L,1,50,12,25,.480,12,24,.500,0,1,.000,4,4,1.000,1,7,8,7,3,1,2,1,28,24.3
2126,Magic Johnson\johnsma02,27-185,G-F,1987-02-15,LAL,,BOS,W,1,45,12,20,.600,11,19,.579,1,1,1.000,14,15,.933,3,4,7,10,2,0,4,4,39,36.1
2127,Fat Lever\leverfa01,26-180,G,1987-02-14,DEN,,IND,W,1,36,13,20,.650,12,19,.632,1,1,1.000,3,5,.600,4,6,10,8,5,0,0,1,30,35.2
2128,Tom Chambers\chambto01,27-236,F-C,1987-02-12,SEA,@,MIL,L,1,43,11,24,.458,9,20,.450,2,4,.500,8,9,.889,3,4,7,7,1,1,3,5,32,24.1
2129,John Lucas\lucasjo01,33-103,G,1987-02-11,MIL,@,NYK,W,1,34,12,21,.571,12,19,.632,0,2,.000,3,3,1.000,0,7,7,8,7,0,2,3,27,28.6
2130,Sleepy Floyd\floydsl01,26-341,G,1987-02-10,GSW,,IND,L,1,51,11,16,.688,9,13,.692,2,3,.667,11,12,.917,0,7,7,15,2,0,3,4,35,37.8
2131,Larry Bird\birdla01,30-059,F,1987-02-04,BOS,,CLE,W,1,43,9,20,.450,7,14,.500,2,6,.333,9,10,.900,3,10,13,7,2,0,3,4,29,25.6
2132,Charles Barkley\barklch01,23-345,F,1987-01-31,PHI,@,WSB,L,1,48,8,16,.500,7,13,.538,1,3,.333,11,12,.917,9,8,17,8,2,2,3,4,28,32.7
2133,Steve Johnson\johnsst03,29-084,C-F,1987-01-26,POR,,DEN,W,1,39,11,17,.647,11,17,.647,0,0,,10,12,.833,5,5,10,8,0,1,5,5,32,28.0
2134,Fat Lever\leverfa01,26-161,G,1987-01-26,DEN,@,POR,L,1,48,14,24,.583,14,24,.583,0,0,,8,10,.800,5,7,12,10,2,0,4,4,36,33.0
2135,Magic Johnson\johnsma02,27-161,G-F,1987-01-22,LAL,@,IND,W,1,38,9,17,.529,9,17,.529,0,0,,11,12,.917,1,9,10,11,1,0,1,2,29,30.6
2136,Magic Johnson\johnsma02,27-158,G-F,1987-01-19,LAL,@,NJN,W,1,41,13,28,.464,13,26,.500,0,2,.000,16,16,1.000,4,7,11,7,2,1,6,3,42,32.9
2137,Larry Bird\birdla01,30-042,F,1987-01-18,BOS,,HOU,W,1,39,10,20,.500,8,15,.533,2,5,.400,10,11,.909,2,7,9,9,5,1,5,3,32,30.9
2138,Isiah Thomas\thomais01,25-262,G,1987-01-17,DET,@,NJN,W,1,41,9,23,.391,9,22,.409,0,1,.000,10,12,.833,1,6,7,8,3,0,6,3,28,18.6
2139,Larry Bird\birdla01,30-040,F,1987-01-16,BOS,,CLE,W,1,51,12,23,.522,12,22,.545,0,1,.000,11,11,1.000,1,6,7,8,1,1,5,2,35,27.7
2140,Joe Barry Carroll\carrojo01,28-176,C-F,1987-01-16,GSW,,LAC,W,1,43,15,23,.652,15,23,.652,0,0,,3,4,.750,1,7,8,7,2,1,0,2,33,32.1
2141,Terry Cummings\cummite01,25-307,F,1987-01-16,MIL,,DAL,L,1,45,16,26,.615,16,26,.615,0,0,,7,12,.583,9,6,15,10,6,0,5,5,39,39.3
2142,Ron Harper\harpero01,22-361,G-F,1987-01-16,CLE,@,BOS,L,1,44,11,28,.393,11,26,.423,0,2,.000,8,9,.889,4,3,7,9,1,2,6,3,30,19.6
2143,Isiah Thomas\thomais01,25-258,G,1987-01-13,DET,@,CLE,W,1,37,11,26,.423,11,25,.440,0,1,.000,6,11,.545,3,5,8,9,1,1,4,4,28,18.2
2144,Terry Cummings\cummite01,25-300,F,1987-01-09,MIL,,WSB,L,1,41,12,26,.462,12,26,.462,0,0,,4,5,.800,11,13,24,7,3,2,3,2,28,31.3
2145,Larry Bird\birdla01,30-026,F,1987-01-02,BOS,,CHI,W,1,42,11,18,.611,8,14,.571,3,4,.750,12,13,.923,1,7,8,9,1,2,2,3,37,36.7
2146,Fat Lever\leverfa01,26-134,G,1986-12-30,DEN,,PHI,L,1,41,10,17,.588,10,17,.588,0,0,,7,9,.778,3,8,11,7,2,2,7,3,27,22.9
2147,Magic Johnson\johnsma02,27-136,G-F,1986-12-28,LAL,,PHI,W,1,31,12,17,.706,12,17,.706,0,0,,4,4,1.000,2,6,8,9,2,0,5,1,28,27.0
2148,Larry Bird\birdla01,30-020,F,1986-12-27,BOS,@,LAC,W,1,42,11,24,.458,9,18,.500,2,6,.333,3,4,.750,1,6,7,8,1,5,3,0,27,23.8
2149,Kevin McHale\mchalke01,29-007,F-C,1986-12-26,BOS,@,PHO,W,1,36,15,18,.833,15,18,.833,0,0,,2,2,1.000,6,9,15,7,1,2,7,3,32,31.4
2150,Magic Johnson\johnsma02,27-131,G-F,1986-12-23,LAL,@,SAC,W,1,48,17,36,.472,17,35,.486,0,1,.000,12,16,.750,1,9,10,9,1,0,2,3,46,33.5
2151,Magic Johnson\johnsma02,27-129,G-F,1986-12-21,LAL,@,HOU,W,1,42,11,18,.611,11,18,.611,0,0,,16,16,1.000,0,8,8,16,3,1,2,1,38,44.7
2152,Magic Johnson\johnsma02,27-128,G-F,1986-12-20,LAL,@,DAL,L,1,41,11,22,.500,11,20,.550,0,2,.000,12,12,1.000,4,3,7,15,0,0,6,5,34,29.2
2153,Chuck Person\persoch01,22-176,F,1986-12-20,IND,@,NYK,W,1,45,16,24,.667,16,24,.667,0,0,,2,4,.500,6,6,12,10,1,0,5,3,34,30.6
2154,Larry Bird\birdla01,30-010,F,1986-12-17,BOS,,IND,W,1,38,13,30,.433,12,25,.480,1,5,.200,7,8,.875,3,5,8,9,5,2,4,3,34,28.9
2155,Larry Bird\birdla01,30-009,F,1986-12-16,BOS,@,NYK,W,1,42,11,18,.611,8,13,.615,3,5,.600,4,4,1.000,1,9,10,9,3,1,4,4,29,28.6
2156,Magic Johnson\johnsma02,27-121,G-F,1986-12-13,LAL,@,DET,L,1,39,13,30,.433,13,30,.433,0,0,,8,8,1.000,2,7,9,9,0,2,2,2,34,26.6
2157,Alex English\englial01,32-341,F,1986-12-12,DEN,,PHO,W,1,40,14,25,.560,14,25,.560,0,0,,3,5,.600,1,6,7,9,2,1,3,1,31,26.4
2158,Magic Johnson\johnsma02,27-120,G-F,1986-12-12,LAL,@,BOS,W,1,42,13,25,.520,13,25,.520,0,0,,5,7,.714,1,6,7,8,2,1,2,2,31,25.9
2159,Doc Rivers\riverdo01,25-060,G,1986-12-12,ATL,,SAC,W,1,36,6,11,.545,6,11,.545,0,0,,15,15,1.000,2,8,10,9,5,0,0,5,27,34.8
2160,Paul Pressey\presspa01,27-351,G-F,1986-12-10,MIL,,LAL,W,1,38,11,18,.611,10,16,.625,1,2,.500,4,6,.667,5,5,10,11,5,0,2,3,27,32.5
2161,Orlando Woolridge\woolror01,26-355,F,1986-12-06,NJN,@,PHI,L,1,45,9,14,.643,9,14,.643,0,0,,13,14,.929,5,4,9,7,1,3,5,2,31,31.3
2162,Magic Johnson\johnsma02,27-113,G-F,1986-12-05,LAL,,DAL,W,1,44,9,19,.474,8,18,.444,1,1,1.000,8,10,.800,1,7,8,10,3,0,4,1,27,24.9
2163,Larry Bird\birdla01,29-360,F,1986-12-02,BOS,,WSB,L,1,42,11,16,.688,10,15,.667,1,1,1.000,6,6,1.000,2,8,10,7,0,2,6,2,29,25.5
2164,Charles Barkley\barklch01,23-281,F,1986-11-28,PHI,,POR,W,0,43,11,18,.611,11,18,.611,0,0,,9,11,.818,9,12,21,9,1,7,7,5,31,35.1
2165,Larry Bird\birdla01,29-356,F,1986-11-28,BOS,,SAS,W,1,40,12,26,.462,10,20,.500,2,6,.333,5,5,1.000,2,13,15,8,3,1,3,1,31,28.8
2166,Tom Chambers\chambto01,27-154,F-C,1986-11-22,SEA,,IND,W,1,39,10,19,.526,10,19,.526,0,0,,15,17,.882,2,6,8,7,3,1,6,4,35,29.1
2167,Fat Lever\leverfa01,26-096,G,1986-11-22,DEN,,PHO,W,1,36,12,24,.500,12,24,.500,0,0,,5,6,.833,3,14,17,9,4,2,4,3,29,29.4
2168,Larry Bird\birdla01,29-349,F,1986-11-21,BOS,,GSW,W,1,42,9,16,.563,5,11,.455,4,5,.800,10,10,1.000,0,7,7,13,1,2,2,1,32,35.6
2169,Fat Lever\leverfa01,26-094,G,1986-11-20,DEN,,POR,W,1,38,10,20,.500,9,19,.474,1,1,1.000,9,9,1.000,2,8,10,7,5,0,4,5,30,27.7
2170,Alvin Robertson\roberal01,24-120,G,1986-11-19,SAS,,LAL,L,1,45,13,23,.565,13,23,.565,0,0,,8,13,.615,3,7,10,10,7,2,1,3,34,38.5
2171,Magic Johnson\johnsma02,27-094,G-F,1986-11-16,LAL,,SAC,W,1,42,12,21,.571,12,21,.571,0,0,,10,13,.769,3,5,8,12,2,0,3,2,34,33.1
2172,Robert Parish\parisro01,33-077,C,1986-11-15,BOS,@,DET,W,1,45,13,21,.619,13,21,.619,0,0,,8,12,.667,6,13,19,9,2,5,3,4,34,38.2
2173,Tom Chambers\chambto01,27-143,F-C,1986-11-11,SEA,,PHI,L,1,42,9,19,.474,8,17,.471,1,2,.500,14,15,.933,2,10,12,8,1,1,3,6,33,29.2
2174,Mark Aguirre\aguirma01,26-332,F-G,1986-11-07,DAL,@,POR,L,1,46,11,19,.579,11,17,.647,0,2,.000,10,12,.833,6,3,9,7,0,0,8,6,32,21.9
2175,Larry Bird\birdla01,29-335,F,1986-11-07,BOS,@,WSB,W,1,43,14,28,.500,13,25,.520,1,3,.333,3,5,.600,1,7,8,7,3,2,3,4,32,24.7
2176,Larry Bird\birdla01,29-333,F,1986-11-05,BOS,,IND,W,1,32,14,20,.700,13,18,.722,1,2,.500,9,10,.900,1,10,11,8,2,1,4,2,38,36.4
2177,Charles Barkley\barklch01,23-257,F,1986-11-04,PHI,@,IND,L,1,53,15,20,.750,15,19,.789,0,1,.000,4,5,.800,1,9,10,14,2,4,5,5,34,36.6
2178,Dominique Wilkins\wilkido01,26-294,F-G,1986-11-02,ATL,@,PHI,W,1,43,14,25,.560,13,24,.542,1,1,1.000,7,8,.875,5,4,9,8,3,0,2,1,36,34.6
2179,Charles Barkley\barklch01,23-050,F,1986-04-11,PHI,,IND,W,1,39,10,14,.714,9,13,.692,1,1,1.000,8,10,.800,4,15,19,9,5,4,7,6,29,34.4
2180,Sleepy Floyd\floydsl01,26-033,G,1986-04-08,GSW,,DAL,W,1,29,10,15,.667,10,14,.714,0,1,.000,9,10,.900,2,6,8,10,0,1,1,1,29,31.6
2181,Charles Barkley\barklch01,23-043,F,1986-04-04,PHI,,CLE,W,1,43,12,18,.667,12,16,.750,0,2,.000,3,9,.333,7,15,22,10,0,2,1,2,27,32.8
2182,Larry Bird\birdla01,29-116,F,1986-04-02,BOS,,DET,W,1,35,12,22,.545,9,16,.563,3,6,.500,2,2,1.000,4,7,11,13,2,1,1,2,29,33.3
2183,Sleepy Floyd\floydsl01,26-026,G,1986-04-01,GSW,@,HOU,L,1,34,9,15,.600,8,12,.667,1,3,.333,8,9,.889,2,5,7,10,0,1,5,3,27,24.1
2184,Larry Bird\birdla01,29-113,F,1986-03-30,BOS,,NJN,W,1,46,15,28,.536,12,21,.571,3,7,.429,7,8,.875,2,5,7,7,1,0,2,3,40,31.6
2185,Larry Bird\birdla01,29-111,F,1986-03-28,BOS,,WSB,W,1,37,11,23,.478,10,19,.526,1,4,.250,4,4,1.000,0,12,12,7,3,1,1,2,27,25.7
2186,Clyde Drexler\drexlcl01,23-274,G,1986-03-23,POR,,SAC,W,1,40,14,19,.737,14,19,.737,0,0,,4,6,.667,4,6,10,9,3,0,5,4,32,30.8
2187,Adrian Dantley\dantlad01,30-020,F-G,1986-03-20,UTA,,DAL,L,1,34,10,19,.526,10,19,.526,0,0,,9,10,.900,4,5,9,9,0,0,4,4,29,24.3
2188,Alvin Robertson\roberal01,23-240,G,1986-03-19,SAS,,ATL,W,1,42,10,16,.625,10,16,.625,0,0,,7,9,.778,4,5,9,8,5,0,3,3,27,29.7
2189,Isiah Thomas\thomais01,24-321,G,1986-03-17,DET,@,UTA,L,1,44,12,25,.480,12,25,.480,0,0,,8,12,.667,3,4,7,11,0,0,3,4,32,24.1
2190,Ralph Sampson\sampsra01,25-252,C-F,1986-03-16,HOU,@,LAL,L,1,45,9,22,.409,9,20,.450,0,2,.000,9,10,.900,6,10,16,7,4,2,5,4,27,25.7
2191,Charles Oakley\oaklech01,22-087,F-C,1986-03-15,CHI,,MIL,L,1,44,14,27,.519,14,27,.519,0,0,,7,9,.778,18,8,26,7,3,1,4,3,35,39.3
2192,Herb Williams\willihe01,28-027,C-F,1986-03-15,IND,,WSB,W,1,46,7,16,.438,7,16,.438,0,0,,13,15,.867,2,10,12,7,2,3,3,0,27,28.2
2193,Clyde Drexler\drexlcl01,23-265,G,1986-03-14,POR,@,DAL,L,1,46,17,23,.739,16,20,.800,1,3,.333,6,9,.667,4,4,8,15,3,1,2,2,41,45.9
